検査日,2019/02/12
開始時刻,8:05:00,終了時刻,9:26:38
IDNo.,8
製品名,マツオ食品　新名水２００ｇ
コード,710545
検査レベル,普通
材質,表刷り
特徴,
印刷面,
周長,
基準方向,
タイミング,
自動印刷,
ロットNo.,__A
検査幅[mm],833.9
検査開始位置[mm],258.1,検査終了位置[mm],1092.0
列数,2
周長[mm],550.0,2逓倍,0
検査距離[m],8505.4
照明設定,No.1,ON ,55,No.2,OFF,0,No.3,ON ,28
検査レベル,点比較,色差,19,サイズ[mmsq.],1.50
,面比較,色差,26,サイズ[mmsq.],1.50
,スジ検出,色差,45,サイズ[mmsq.],4.00
印刷面,表刷り
Ref画像更新モード,ﾌﾚｰﾑ毎更新
タイミング設定,内部
欠点検出数,717
No.,周期内欠点数,X[mm],Y[m],サイズ[mmsq.],ランク,判定,欠点種別,ラベル
504,5,767.1,754.9, 6.1,重欠点,-,,
505,5,756.5,755.4, 4.4,重欠点,-,,
506,5,756.5,755.9, 5.4,重欠点,-,,
507,5,735.2,756.4, 4.8,重欠点,-,,
508,5,745.8,756.8, 5.3,重欠点,-,,
509,5,745.8,757.3, 7.4,重欠点,-,,
510,5,724.5,757.8, 9.3,重欠点,-,,
511,5,735.2,758.3,10.7,重欠点,-,,
512,5,735.2,758.8, 3.4,重欠点,-,,
513,5,735.2,759.3, 4.3,重欠点,-,,
514,5,735.2,759.7, 5.4,重欠点,-,,
515,5,735.2,760.2, 6.0,重欠点,-,,
516,5,767.1,760.7, 2.4,重欠点,-,,
517,5,735.2,761.2, 6.5,重欠点,-,,
518,5,735.2,761.7, 4.2,重欠点,-,,
519,5,735.2,762.1, 4.5,重欠点,-,,
520,5,316.9,762.6, 4.4,重欠点,-,,
521,5,788.5,763.1, 4.0,重欠点,-,,
522,5,767.1,763.6, 3.9,重欠点,-,,
523,5,767.1,764.1, 4.3,重欠点,-,,
524,5,767.1,764.6, 2.2,重欠点,-,,
525,5,745.8,765.0, 2.9,重欠点,-,,
526,5,745.8,765.5, 3.7,重欠点,-,,
527,5,745.8,766.0, 2.5,重欠点,-,,
528,5,777.8,767.0, 5.0,重欠点,-,,
529,5,359.6,767.5, 3.8,重欠点,-,,
530,5,745.8,767.9, 6.3,重欠点,-,,
531,5,745.8,768.4, 6.2,重欠点,-,,
532,5,756.5,768.9, 2.1,重欠点,-,,
533,5,756.5,769.4, 4.5,重欠点,-,,
534,5,756.5,769.9, 3.8,重欠点,-,,
535,5,745.8,770.3, 3.3,重欠点,-,,
536,5,327.6,770.8, 2.9,重欠点,-,,
537,5,327.6,771.3, 5.5,重欠点,-,,
538,5,745.8,771.8, 5.7,重欠点,-,,
539,5,745.8,772.3, 7.0,重欠点,-,,
540,5,756.5,772.8, 4.5,重欠点,-,,
541,5,756.5,773.2, 3.8,重欠点,-,,
542,5,756.5,773.7, 2.6,重欠点,-,,
543,5,745.8,774.2, 3.1,重欠点,-,,
544,5,777.8,774.7, 5.0,重欠点,-,,
545,5,745.8,775.2, 2.7,重欠点,-,,
546,5,306.3,775.7, 5.1,重欠点,-,,
547,5,745.8,776.1, 2.8,重欠点,-,,
548,5,724.5,776.6, 3.4,重欠点,-,,
549,5,713.8,777.1, 6.2,重欠点,-,,
550,5,713.8,777.6, 6.9,重欠点,-,,
551,5,713.8,778.1, 9.1,重欠点,-,,
552,5,788.5,778.5, 4.2,重欠点,-,,
553,5,788.5,779.0, 6.6,重欠点,-,,
554,5,348.9,780.0, 2.4,重欠点,-,,
555,5,713.8,780.5, 6.3,重欠点,-,,
556,5,713.8,781.0, 6.3,重欠点,-,,
557,5,713.8,781.4, 6.3,重欠点,-,,
558,5,713.8,781.9, 3.7,重欠点,-,,
559,5,713.8,782.4, 6.6,重欠点,-,,
560,5,745.8,782.9, 8.3,重欠点,-,,
561,5,745.8,783.4,10.1,重欠点,-,,
562,5,713.8,783.9, 3.8,重欠点,-,,
563,5,713.8,784.3, 6.6,重欠点,-,,
564,5,735.2,784.8, 8.4,重欠点,-,,
565,5,713.8,785.3, 9.7,重欠点,-,,
566,5,767.1,785.8, 2.5,重欠点,-,,
567,5,455.6,786.3, 3.2,重欠点,-,,
568,5,402.2,786.7, 4.8,重欠点,-,,
569,5,359.6,787.2, 5.5,重欠点,-,,
570,5,788.5,787.7, 3.6,重欠点,-,,
571,5,756.5,788.2, 3.2,重欠点,-,,
572,5,745.8,788.7, 6.2,重欠点,-,,
573,5,724.5,789.2, 7.8,重欠点,-,,
574,5,745.8,789.6, 5.4,重欠点,-,,
575,5,327.6,790.1, 6.6,重欠点,-,,
576,5,777.8,790.6, 3.5,重欠点,-,,
577,5,767.1,791.6, 5.9,重欠点,-,,
578,5,735.2,792.0, 4.8,重欠点,-,,
579,5,735.2,792.5, 3.7,重欠点,-,,
580,5,724.5,793.5, 5.7,重欠点,-,,
581,5,777.8,794.0, 4.6,重欠点,-,,
582,5,306.3,794.5, 6.0,重欠点,-,,
583,5,724.5,794.9, 7.1,重欠点,-,,
584,5,724.5,795.4, 8.0,重欠点,-,,
585,5,745.8,795.9, 3.6,重欠点,-,,
586,5,745.8,796.4, 5.3,重欠点,-,,
587,5,777.8,796.9, 4.9,重欠点,-,,
588,5,735.2,797.4, 3.8,重欠点,-,,
589,5,316.9,797.8, 4.1,重欠点,-,,
590,5,756.5,798.3, 2.8,重欠点,-,,
591,5,756.5,798.8, 3.5,重欠点,-,,
592,5,788.5,799.3, 4.1,重欠点,-,,
593,5,767.1,799.8, 4.5,重欠点,-,,
594,5,745.8,805.6, 3.8,重欠点,-,,
595,5,316.9,806.0, 5.2,重欠点,-,,
596,5,745.8,806.5, 6.3,重欠点,-,,
597,5,745.8,807.0, 8.0,重欠点,-,,
598,5,338.3,807.5, 3.8,重欠点,-,,
599,5,745.8,808.0, 5.0,重欠点,-,,
600,5,745.8,808.4, 5.7,重欠点,-,,
601,5,306.3,808.9, 7.8,重欠点,-,,
602,5,756.5,809.4, 4.4,重欠点,-,,
603,5,316.9,809.9, 3.9,重欠点,-,,
604,5,745.8,810.4, 3.8,重欠点,-,,
605,5,745.8,810.9, 2.8,重欠点,-,,
606,5,745.8,811.3, 4.5,重欠点,-,,
607,5,745.8,811.8, 7.7,重欠点,-,,
608,5,306.3,812.3, 5.1,重欠点,-,,
609,5,724.5,812.8, 2.5,重欠点,-,,
610,5,713.8,813.3, 2.2,重欠点,-,,
611,5,713.8,813.7, 6.3,重欠点,-,,
612,5,713.8,814.2, 7.4,重欠点,-,,
613,5,713.8,814.7, 9.3,重欠点,-,,
614,5,348.9,815.2, 4.3,重欠点,-,,
615,5,348.9,815.7, 5.0,重欠点,-,,
616,5,348.9,816.2, 6.4,重欠点,-,,
617,5,905.8,816.6, 9.3,重欠点,-,,
618,5,713.8,817.1, 2.6,重欠点,-,,
619,5,799.1,817.6, 2.6,重欠点,-,,
620,5,713.8,818.1, 2.6,重欠点,-,,
621,5,713.8,818.6, 5.4,重欠点,-,,
622,5,735.2,819.1, 3.8,重欠点,-,,
623,5,713.8,819.5, 6.4,重欠点,-,,
624,5,713.8,820.0, 8.3,重欠点,-,,
625,5,745.8,820.5, 9.6,重欠点,-,,
626,5,713.8,821.0, 4.2,重欠点,-,,
627,5,713.8,821.5, 6.5,重欠点,-,,
628,5,713.8,821.9, 8.2,重欠点,-,,
629,5,713.8,822.4, 8.6,重欠点,-,,
630,5,327.6,822.9, 2.9,重欠点,-,,
631,5,713.8,823.4, 3.4,重欠点,-,,
632,5,873.8,823.9, 6.2,重欠点,-,,
633,5,831.1,824.4, 7.7,重欠点,-,,
634,5,713.8,824.8, 4.1,重欠点,-,,
635,5,756.5,825.3, 2.8,重欠点,-,,
636,5,735.2,825.8, 5.9,重欠点,-,,
637,5,724.5,826.3, 7.0,重欠点,-,,
638,5,777.8,826.8, 5.4,重欠点,-,,
639,5,767.1,827.2, 3.3,重欠点,-,,
640,5,777.8,827.7, 4.4,重欠点,-,,
641,5,316.9,828.2, 3.8,重欠点,-,,
642,5,767.1,828.7, 4.7,重欠点,-,,
643,5,735.2,829.2, 3.7,重欠点,-,,
644,5,735.2,829.7, 3.9,重欠点,-,,
645,5,767.1,830.6, 4.9,重欠点,-,,
646,5,745.8,831.1, 7.0,重欠点,-,,
647,5,767.1,832.1, 3.6,重欠点,-,,
648,5,767.1,832.6, 4.0,重欠点,-,,
649,5,745.8,833.0, 5.4,重欠点,-,,
650,5,745.8,833.5, 4.3,重欠点,-,,
651,5,735.2,834.0, 3.1,重欠点,-,,
652,5,788.5,834.5, 5.0,重欠点,-,,
653,5,756.5,835.0, 2.9,重欠点,-,,
654,5,799.1,835.4, 3.8,重欠点,-,,
655,5,756.5,835.9, 3.9,重欠点,-,,
656,5,756.5,836.4, 5.2,重欠点,-,,
657,5,756.5,836.9, 3.0,重欠点,-,,
658,5,745.8,837.4, 3.3,重欠点,-,,
659,5,745.8,837.9, 3.1,重欠点,-,,
660,5,370.2,838.3, 5.5,重欠点,-,,
661,5,767.1,838.8, 7.1,重欠点,-,,
662,5,745.8,839.3, 8.1,重欠点,-,,
663,5,745.8,839.8, 8.6,重欠点,-,,
664,5,306.3,840.3, 4.7,重欠点,-,,
665,5,756.5,840.8, 5.1,重欠点,-,,
666,5,745.8,841.7, 3.8,重欠点,-,,
667,5,745.8,842.2, 4.9,重欠点,-,,
668,5,745.8,842.7, 5.4,重欠点,-,,
669,5,745.8,843.2, 5.8,重欠点,-,,
670,5,316.9,843.7, 2.6,重欠点,-,,
671,5,316.9,844.1, 5.8,重欠点,-,,
672,5,745.8,844.6, 7.4,重欠点,-,,
673,5,756.5,845.1, 5.9,重欠点,-,,
674,5,745.8,845.6, 4.3,重欠点,-,,
675,5,745.8,846.1, 7.5,重欠点,-,,
676,5,745.8,846.5, 3.4,重欠点,-,,
677,5,1044.4,847.0, 2.8,重欠点,-,,
678,5,980.4,848.0, 3.8,重欠点,-,,
679,5,713.8,848.5, 3.8,重欠点,-,,
680,5,713.8,849.0, 3.8,重欠点,-,,
681,5,713.8,849.4, 3.8,重欠点,-,,
682,5,316.9,849.9, 2.6,重欠点,-,,
683,5,788.5,850.4, 6.5,重欠点,-,,
684,5,788.5,850.9, 7.8,重欠点,-,,
685,5,788.5,851.4, 9.7,重欠点,-,,
686,5,884.5,851.9, 3.8,重欠点,-,,
687,5,713.8,852.3, 5.6,重欠点,-,,
688,5,713.8,852.8, 5.6,重欠点,-,,
689,5,713.8,853.3, 5.6,重欠点,-,,
690,5,713.8,853.8, 3.7,重欠点,-,,
691,5,788.5,854.3, 6.5,重欠点,-,,
692,5,713.8,854.7, 8.4,重欠点,-,,
693,5,713.8,855.2, 9.8,重欠点,-,,
694,5,713.8,855.7, 3.5,重欠点,-,,
695,5,713.8,856.2, 6.3,重欠点,-,,
696,5,735.2,856.7, 8.3,重欠点,-,,
697,5,713.8,857.2, 9.5,重欠点,-,,
698,5,767.1,857.6, 2.6,重欠点,-,,
699,5,831.1,858.1, 2.5,重欠点,-,,
700,5,402.2,858.6, 4.6,重欠点,-,,
701,5,767.1,859.1, 7.8,重欠点,-,,
702,5,788.5,859.6, 3.1,重欠点,-,,
703,5,788.5,860.0, 3.1,重欠点,-,,
704,5,756.5,860.5, 5.9,重欠点,-,,
705,5,724.5,861.0, 7.8,重欠点,-,,
706,5,745.8,861.5, 5.4,重欠点,-,,
707,5,745.8,862.0, 8.0,重欠点,-,,
708,5,506.2,4646.6, 1.4,軽欠点,-,,
709,5,612.9,4647.2, 3.0,重欠点,-,,
710,5,799.1,4647.7, 2.7,重欠点,-,,
711,5,788.5,4648.3, 3.1,重欠点,-,,
712,5,777.8,4648.8, 2.4,重欠点,-,,
713,5,905.8,4652.1, 1.3,軽欠点,-,,
714,5,927.1,8481.2,10.1,重欠点,-,,
715,5,1001.8,8481.5, 1.7,軽欠点,-,,
716,5,1076.4,8482.0, 1.7,軽欠点,-,,
717,5,809.8,8482.6, 2.8,重欠点,-,,
見当誤差件数,0
日付,時刻,Y[m],操作,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,パラメータ6,パラメータ7,パラメータ8
2019/02/12,8:05:25,   75.3,検査レベル設定 変更,23,1.5,26,1.5,45,4.0
2019/02/12,8:05:25,   75.8,検査レベル設定 変更,23,1.7,26,1.5,45,4.0
2019/02/12,8:05:25,   77.2,検査レベル設定 変更,19,1.7,26,1.5,45,4.0
2019/02/12,8:05:26,   78.2,検査レベル設定 変更,19,1.5,26,1.5,45,4.0
2019/02/12,8:07:36,  468.4,内部同期/外部同期 切替え,0
2019/02/12,8:09:02,  724.4,内部同期/外部同期 切替え,1
2019/02/12,8:09:19,  775.6,内部同期/外部同期 切替え,1
2019/02/12,8:09:27,  799.8,内部同期/外部同期 切替え,0
2019/02/12,8:09:28,  800.2,内部同期/外部同期 切替え,1
2019/02/12,8:09:43,  847.0,内部同期/外部同期 切替え,1
2019/02/12,8:09:47,  862.0,検査中断,
2019/02/12,8:10:34, 1001.4,検査開始,
2019/02/12,8:27:13, 3994.5,検査中断,
2019/02/12,9:01:15, 4060.7,検査範囲 変更,239.9,1113.3,550.0,0,2
2019/02/12,9:03:47, 4182.0,検査範囲 変更,258.1,1092.0,550.0,0,2
2019/02/12,9:06:27, 4511.5,検査開始,
2019/02/12,9:26:35, 8489.7,検査中断,
